Timestep,a_0,a_1,a_2,b
0,0,0,0,76476920941.394393921
0,0,0,0,76476920941.394485474
0,0,0,0,76476920941.394622803
0,0,0,0,76476920941.394699097
0,0,0,0,76476920941.394699097
0,0,0,-81.517915973028550525,92340659432.196273804
0,0,0,-81.517915973028550525,92340659432.196273804
0,0,0,-81.517915973028550525,92340659432.196273804
0,0,0,-81.517915973028550525,92340659432.196273804
0,0,0,-81.517915973028550525,92340659432.196273804
0,-7.9999999992000025983,-7.9999999992000025983,-81.517915973028550525,92917661591.684356689
0,0,0,-7.9999999992000017102,92123728605.535797119
0,0,-2.2498679991000525291,-81.517915973028550525,92872485612.872192383
0,0,-2.2498679991000525291,-81.517915973028550525,92872485612.872161865
0,-3.8160000000000011688,-5.0882985135127949405,-78.063320401141822913,92950127821.453125
0,-8.8642659270914130332,-7.9999999992000017102,-81.517915973028550525,93332835293.154205322
1,0,0,0,76357371623.180282593
1,0,0,0,76357371623.180374146
1,0,0,0,76357371623.180511475
1,0,0,0,76357371623.180587769
1,-81.664877515116828022,-10000,-81.517915973028550525,143911196378.49197388
1,0,0,-81.517915973028550525,92270254790.627029419
1,0,-10000,-7.9999999992000017102,141708719424.08135986
1,-8.8642659270914130332,-102.1678082754229564,-7.9999999992000017102,92485024708.460418701
1,-7.999999999200000822,-10000,-81.517915973028550525,142565821002.37985229
1,-2.7074999989169996617,-82.042994270354270725,-8.8642659270914130332,92256001058.27166748
1,-7.9999999992000025983,-7.9999999992000025983,-81.517915973028550525,92880423421.408447266
1,0,0,-7.9999999992000017102,92006788024.198028564
1,0,-2.2498679991000525291,-81.517915973028550525,92803610614.394699097
1,-81.664877515116828022,-0.039889196675900268074,-7.9999999992000017102,93805452383.767852783
1,-3.8160000000000011688,-5.0882985135127949405,-78.063320401141822913,92893622596.30305481
1,-8.8642659270914130332,-7.9999999992000017102,-81.517915973028550525,93298704517.323486328
2,0,0,0,76253064057.967346191
2,0,0,0,76253064057.967437744
2,0,0,0,76253064057.967575073
2,0,0,0,76253064057.967651367
2,-81.664877515116828022,-10000,-81.517915973028550525,151982821600.35876465
2,0,0,-81.517915973028550525,92206602319.315353394
2,0,-10000,-7.9999999992000017102,149449185132.43328857
2,-8.8642659270914130332,-102.1678082754229564,-7.9999999992000017102,92488501698.904647827
2,-7.9999999992000017102,-10000,-81.517915973028550525,150367448307.33770752
2,-2.7074999989169996617,-82.042994270354270725,-8.8642659270914130332,92222323539.335403442
2,-7.9999999992000025983,-7.9999999992000025983,-81.517915973028550525,92844710228.427688599
2,0,0,-7.9999999992000017102,91905296405.288955688
2,0,-2.2498679991000525291,-81.517915973028550525,92741052183.965240479
2,-81.664877515116828022,-0.039889196675900268074,-7.9999999992000017102,93998978923.139892578
2,-3.8160000000000011688,-5.0882985135127949405,-78.063320401141837124,92838845456.395675659
2,-8.8642659270914130332,-7.9999999992000017102,-81.517915973028550525,93266159048.338989258
3,0,0,0,76126689207.472869873
3,0,0,0,76126689207.472961426
3,0,0,0,76126689207.473098755
3,0,0,0,76126689207.473175049
3,-81.664877515116828022,-10000,-81.517915973028550525,158323870801.89651489
3,0,0,-81.517915973028550525,92087893430.208618164
3,0,-10000,-7.9999999992000017102,155552864692.33624268
3,-8.8642659270914130332,-102.1678082754229564,-7.9999999992000017102,92442637545.446060181
3,-7.9999999992000025983,-10000,-81.517915973028550525,156493992683.77880859
3,-2.7074999989169996617,-82.042994270354270725,-8.8642659270914130332,92146995640.595504761
3,-7.9999999992000025983,-7.9999999992000025983,-81.517915973028550525,92744734889.531799316
3,0,0,-7.9999999992000017102,91779501328.812225342
3,0,-2.2498679991000525291,-81.517915973028550525,92622908609.151046753
3,-81.664877515116828022,-0.039889196675900268074,-7.9999999992000017102,94104409722.164581299
3,-3.8160000000000011688,-5.0882985135127949405,-78.063320401141837124,92724649183.47052002
3,-8.8642659270914130332,-7.9999999992000017102,-81.517915973028550525,93168700366.199310303
4,0,0,0,76055015891.224258423
4,0,0,0,76055015891.224349976
4,0,0,0,76055015891.224487305
4,0,0,0,76055015891.224487305
4,-81.664877515116828022,-10000,-81.517915973028550525,164967492112.44119263
4,0,0,-81.517915973028550525,92047954435.358108521
4,0,-10000,-7.9999999992000017102,161919912941.79449463
4,-8.8642659270914130332,-102.1678082754229564,-7.9999999992000017102,92463462106.044311523
4,-7.9999999992000025983,-10000,-81.517915973028550525,162915977786.52828979
4,-2.7074999989169996617,-82.042994270354270725,-8.8642659270914130332,92136646011.086120605
4,-7.9999999992000025983,-7.9999999992000025983,-81.517915973028550525,92733194700.495193481
4,0,0,-7.9999999992000017102,91708695155.690383911
4,0,-2.2498679991000525291,-81.517915973028550525,92584121956.378143311
4,-81.664877515116828022,-0.039889196675900268074,-7.9999999992000017102,94279329862.389633179
4,-3.8160000000000011688,-5.0882985135127949405,-78.063320401141837124,92697403984.912872314
4,-8.8642659270914130332,-7.9999999992000017102,-81.517915973028550525,93159760502.164855957
5,0,0,0,75978633019.977508545
5,0,0,0,75978633019.977600098
5,0,0,0,75978633019.977600098
5,0,0,0,75978633019.977600098
5,-81.664877515116828022,-10000,-81.517915973028550525,170720858483.13873291
5,0,0,-81.517915973028550525,92000484401.228393555
5,0,-10000,-7.9999999992000017102,167435952143.19204712
5,-8.8642659270914130332,-102.1678082754229564,-7.9999999992000017102,92461010276.699462891
5,-7.9999999992000025983,-10000,-81.517915973028550525,168476802365.4543457
5,-2.7074999989169996617,-82.042994270354270725,-8.8642659270914130332,92107732667.095169067
5,-7.9999999992000025983,-7.9999999992000025983,-81.517915973028550525,92705029558.789337158
5,0,0,-7.9999999992000017102,91632007027.102722168
5,0,-2.2498679991000525291,-81.517915973028550525,92537659983.265686035
5,-81.664877515116828022,-0.039889196675900268074,-7.9999999992000017102,94412625548.206069946
5,-3.8160000000000011688,-5.0882985135127949405,-78.063320401141837124,92655519397.809951782
